timestamp,distance,cycles,active time,activity type,active calories,timestamp 16,heart rate,intensity,duration min,ascent,descent,moderate activity minutes
,,,,,,61300,70,,,,,
,,,,,,61360,77,,,,,
2022-07-25T06:44:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,61420,74,,,,,
2022-07-25T06:45:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,61480,71,,,,,
,,,,,,61540,76,,,,,
,,,,,,61600,72,,,,,
,,,,,,61660,78,,,,,
,,,,,,61780,75,,,,,
,,,,,,61840,82,,,,,
2022-07-25T06:52:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,61900,75,,,,,
2022-07-25T06:53:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,61960,74,,,,,
,,,,,,62080,71,,,,,
2022-07-25T06:56:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,62140,73,,,,,
2022-07-25T06:57:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,62200,76,,,,,
,,,,,,62260,77,,,,,
,,,,,,62320,74,,,,,
,,,,,,62380,73,,,,,
2022-07-25T07:01:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,62440,78,,,,,
,,,,,,62500,71,,,,,
,,,,,,62560,73,,,,,
,,,,,,62620,77,,,,,
,,,,,,62680,84,,,,,
,,,,,,62740,78,,,,,
,,,,,,62800,73,,,,,
2022-07-25T07:08:00.000Z,,,,sedentary,,,,3,,,,
2022-07-25T07:09:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,62920,74,,,,,
,,,,,,62980,73,,,,,
,,,,,,63040,72,,,,,
,,,,,,63100,73,,,,,
,,,,,,63160,75,,,,,
,,,,,,63220,76,,,,,
,,,,,,63280,70,,,,,
,,,,,,63340,68,,,,,
,,,,,,63400,74,,,,,
,,,,,,63460,70,,,,,
,,,,,,63520,72,,,,,
,,,,,,63580,74,,,,,
,,,,,,63640,76,,,,,
,,,,,,63760,69,,,,,
,,,,,,63820,67,,,,,
,,,,,,63880,68,,,,,
,,,,,,63940,73,,,,,
,,,,,,64000,69,,,,,
,,,,,,64060,66,,,,,
,,,,,,64120,69,,,,,
,,,,,,64180,70,,,,,
,,,,,,64240,72,,,,,
,,,,,,64360,70,,,,,
,,,,,,64480,67,,,,,
,,,,,,64540,71,,,,,
,,,,,,64600,73,,,,,
2022-07-25T07:38:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,64660,74,,,,,
2022-07-25T07:39:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,64720,75,,,,,
,,,,,,64840,73,,,,,
,,,,,,64900,72,,,,,
,,,,,,64960,71,,,,,
2022-07-25T07:44:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,65009,,,,2.608,,
,,,,,,65020,87,,,,,
,,2299,2183.000,walking,130,65020,,2,,,,
,,,,,,65080,128,,,,,
,,,,,,65140,117,,,,,
,,0,402.000,generic,25,65140,,6,,,,
,,,,,,65200,103,,,,,
,,,,,,65260,106,,,,,
,,2337,2303.000,walking,138,65260,,0,,,,
,,0,462.000,generic,28,65320,,5,,,,
,,,,,,65380,103,,,,,
,,2350,2363.000,walking,141,65380,,0,,,,
,,,,,,65440,99,,,,,
,,,,,,65500,87,,,,,
,,,,,,24,77,,,,,
,,,,,,84,72,,,,,
,,,,,,144,71,,,,,
,,,,,,204,69,,,,,
2022-07-25T07:57:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,264,67,,,,,
2022-07-25T07:58:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,324,69,,,,,
,,,,,,384,68,,,,,
,,,,,,444,66,,,,,
2022-07-25T08:01:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,504,67,,,,,
,,,,,,564,73,,,,,
,,,,,,624,67,,,,,
,,,,,,684,62,,,,,
,,,,,,744,71,,,,,
,,,,,,804,66,,,,,
,,,,,,864,73,,,,,
,,,,,,924,72,,,,,
,,,,,,984,70,,,,,
,,,,,,1104,67,,,,,
,,,,,,1164,75,,,,,
,,,,,,1224,68,,,,,
,,,,,,1284,80,,,,,
,,,,,,1344,96,,,,,
,,,,,,1404,93,,,,,
,,,,,,1464,81,,,,,
,,,,,,1524,70,,,,,
,,,,,,1584,78,,,,,
,,,,,,1644,72,,,,,
,,,,,,1704,83,,,,,
,,,,,,1764,79,,,,,
,,,,,,1824,67,,,,,
,,,,,,1884,92,,,,,
2022-07-25T08:25:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,1944,86,,,,,
2022-07-25T08:26:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,2004,77,,,,,
2022-07-25T08:27:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,2064,89,,,,,
2022-07-25T08:28:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,2124,77,,,,,
,,,,,,2184,70,,,,,
2022-07-25T08:30:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,2244,69,,,,,
2022-07-25T08:31:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,2304,71,,,,,
,,,,,,2364,85,,,,,
,,,,,,2424,75,,,,,
,,,,,,2484,72,,,,,
,,,,,,2544,74,,,,,
,,,,,,2604,77,,,,,
,,,,,,2664,75,,,,,
,,,,,,2724,77,,,,,
,,,,,,2784,89,,,,,
,,,,,,2844,93,,,,,
2022-07-25T08:41:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,2904,74,,,,,
,,,,,,2964,75,,,,,
2022-07-25T08:43:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,3024,76,,,,,
,,,,,,3084,77,,,,,
,,,,,,3204,79,,,,,
,,,,,,3264,72,,,,,
,,,,,,3324,69,,,,,
,,,,,,3384,68,,,,,
,,,,,,3444,74,,,,,
2022-07-25T08:51:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,3504,76,,,,,
,,,,,,3564,77,,,,,
2022-07-25T08:53:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,3624,75,,,,,
,,,,,,3684,72,,,,,
,,,,,,3744,87,,,,,
,,,,,,3804,83,,,,,
,,,,,,3864,86,,,,,
,,,,,,3924,76,,,,,
,,,,,,3984,71,,,,,
2022-07-25T09:01:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,4104,78,,,,,
,,,,,,4164,79,,,,,
2022-07-25T09:04:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,4284,80,,,,,
2022-07-25T09:05:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,4344,85,,,,,
2022-07-25T09:06:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,4404,86,,,,,
,,2363,2367.000,walking,141,4404,,2,,,,
,,,,,,4464,102,,,,,
,,,,,,4524,115,,,,,
,,0,561.000,generic,35,4524,,6,,,,
,,,,,,4584,117,,,,,
,,,,,,4644,116,,,,,
,,,,,,4663,,,,,3.534,
,,,,,,4704,117,,,,,
,,,,,,4764,113,,,,,
,,2567,2607.000,walking,160,4764,,1,,,,
,,,,,,4824,117,,,,,
,,,,,,4884,115,,,,,
,,0,681.000,generic,44,4884,,6,,,,
,,,,,,4944,103,,,,,
,,0,741.000,generic,47,4944,,5,,,,
,,,,,,5064,102,,,,,
,,,,,,5124,104,,,,,
,,2642,2707.000,walking,165,5124,,1,,,,
,,,,,,5184,108,,,,,
,,,,,,5244,103,,,,,
,,0,840.000,generic,51,5244,,5,,,,
,,,,,,5304,93,,,,,
,,,,,,5364,82,,,,,
,,,,,,5424,79,,,,,
2022-07-25T09:24:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,5484,77,,,,,
,,,,,,5544,76,,,,,
2022-07-25T09:26:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,5604,79,,,,,
2022-07-25T09:27:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,5664,73,,,,,
,,,,,,5724,74,,,,,
2022-07-25T09:29:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,5768,,,,3.412,,
,,,,,,5784,90,,,,,
,,2715,2762.000,walking,170,5784,,1,,,,
,,,,,,5844,132,,,,,
,,,,,,5904,109,,,,,
,,,,,,5938,,,,,2.821,
,,,,,,5964,105,,,,,
,,2910,2942.000,walking,182,5964,,1,,,,
,,,,,,6024,99,,,,,
,,,,,,6084,73,,,,,
2022-07-25T09:35:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,6144,74,,,,,
,,2967,2958.000,walking,182,6144,,3,,,,
,,,,,,6204,90,,,,,
,,,,,,6264,78,,,,,
,,,,,,6324,68,,,,,
2022-07-25T09:41:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,6504,72,,,,,
,,,,,,6564,93,,,,,
,,,,,,6624,87,,,,,
,,3015,2972.000,walking,183,6624,,3,,,,
,,,,,,6684,96,,,,,
,,,,,,6744,84,,,,,
,,,,,,6804,78,,,,,
,,,,,,6864,72,,,,,
,,,,,,6924,77,,,,,
2022-07-25T09:49:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,6978,,,,2.850,,
,,,,,,6984,104,,,,,
,,,,,,7044,130,,,,,
,,,,,,7104,118,,,,,
,,,,,,7164,104,,,,,
,,3225,3179.000,walking,198,7164,,1,,,,
,,,,,,7224,100,,,,,
2022-07-25T09:54:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,7284,90,,,,,
,,3236,3182.000,walking,198,7284,,2,,,,
,,,,,,7344,93,,,,,
2022-07-25T09:56:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,7404,103,,,,,
,,3253,3242.000,walking,201,7404,,0,,,,
,,,,,,7464,111,,,,,
,,0,900.000,generic,55,7464,,5,,,,
,,,,,,7524,113,,,,,
,,,,,,7584,111,,,,,
,,3304,3362.000,walking,207,7584,,0,,,,
,,,,,,7644,118,,,,,
,,3313,3422.000,walking,211,7644,,0,,,,
,,,,,,7704,121,,,,,
,,,,,,7764,126,,,,,
,,,,,,7824,125,,,,,
,,,,,,7848,,,,,3.003,
,,,,,,7884,123,,,,,
,,3485,3662.000,walking,232,7884,,1,,,,
,,,,,,7944,121,,,,,
,,,,,,8004,117,,,,,
,,0,1020.000,generic,63,8004,,5,,,,
,,,,,,8064,105,,,,,
,,0,1041.000,generic,63,8064,,0,,,,
,,,,,,8124,80,,,,,
,,,,,,8184,83,,,,,
,,,,,,8244,81,,,,,
,,,,,,8364,86,,,,,
2022-07-25T10:13:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,8424,88,,,,,
,,,,,,8484,101,,,,,
,,3570,3722.000,walking,236,8484,,1,,,,
,,,,,,8544,109,,,,,
,,,,,,8548,,,,4.145,,
,,,,,,8604,130,,,,,
,,,,,,8664,135,,,,,
,,,,,,8724,122,,,,,
,,3914,3962.000,walking,255,8724,,2,,,,
,,,,,,8784,115,,,,,
,,,,,,8844,105,,,,,
,,0,1161.000,generic,69,8844,,4,,,,
,,,,,,8904,100,,,,,
2022-07-25T10:22:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,8964,97,,,,,
,,,,,,9024,93,,,,,
,,,,,,9144,96,,,,,
,,,,,,9198,,,,,2.798,
,,4272,4123.000,walking,264,9204,,3,,,,
,,,,,,9264,99,,,,,
,,,,,,9324,89,,,,,
2022-07-25T10:29:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,9384,96,,,,,
,,4290,4169.000,walking,267,9384,,0,,,,
,,,,,,9444,102,,,,,
,,0,1182.000,generic,70,9444,,4,,,,
,,,,,,9504,91,,,,,
,,,,,,9564,99,,,,,
,,,,,,9624,97,,,,,
2022-07-25T10:34:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,9684,100,,,,,
,,,,,,9804,93,,,,,
,,,,,,9864,90,,,,,
,,,,,,9924,89,,,,,
,,,,,,9984,87,,,,,
,,,,,,10044,86,,,,,
2022-07-25T10:41:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,10104,85,,,,,
,,,,,,10164,84,,,,,
2022-07-25T10:43:00.000Z,,,,sedentary,,,,1,,,,
,,,,,,10224,81,,,,,
,,,,,,10284,79,,,,,
2022-07-25T10:45:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,10404,78,,,,,
,,,,,,10464,84,,,,,
,,,,,,10524,77,,,,,
2022-07-25T10:49:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,10584,72,,,,,
2022-07-25T10:50:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,10644,69,,,,,
2022-07-25T10:51:00.000Z,,,,sedentary,,,,1,,,,
,,,,,,10704,68,,,,,
2022-07-25T10:52:00.000Z,,,,sedentary,,,,0,,,,
2022-07-25T10:53:00.000Z,,,,sedentary,,,,1,,,,
,,,,,,10824,66,,,,,
,,,,,,10884,82,,,,,
,,4313,4176.000,walking,267,10884,,1,,,,
,,,,,,10944,97,,,,,
2022-07-25T10:56:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,11004,94,,,,,
,,,,,,11064,109,,,,,
,,4360,4228.000,walking,270,11064,,1,,,,
,,,,,,11124,89,,,,,
,,,,,,11184,81,,,,,
,,,,,,11244,84,,,,,
2022-07-25T11:01:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,11304,86,,,,,
,,,,,,11364,84,,,,,
,,,,,,11424,81,,,,,
,,,,,,11484,88,,,,,
,,,,,,11544,90,,,,,
,,,,,,11604,92,,,,,
2022-07-25T11:07:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,11664,90,,,,,
,,,,,,11724,108,,,,,
,,,,,,11758,,,,3.346,,
,,,,,,11784,114,,,,,
,,,,,,11844,141,,,,,
,,4641,4406.000,walking,286,11844,,2,,,,
,,,,,,11868,,,,,2.964,
,,,,,,11904,135,,,,,
,,,,,,11908,,,,3.343,,
,,,,,,11964,144,,,,,
,,4725,4526.000,walking,301,11964,,1,,,,
,,,,,,12024,140,,,,,
,,0,1242.000,generic,73,12024,,6,,,,
,,,,,,12084,122,,,,,
,,36,60.000,running,5,12084,,4,,,,
,,,,,,12204,115,,,,,
,,,,,,12264,110,,,,,
,,,,,,12324,109,,,,,
,,,,,,12384,111,,,,,
,,,,,,12444,105,,,,,
,,,,,,12504,108,,,,,
,,5043,4946.000,walking,322,12504,,2,,,,
,,,,,,12564,106,,,,,
,,0,1302.000,generic,75,12564,,2,,,,
,,,,,,12624,104,,,,,
,,5076,5006.000,walking,325,12624,,2,,,,
,,,,,,12684,107,,,,,
,,,,,,12744,106,,,,,
,,0,1422.000,generic,80,12744,,4,,,,
,,,,,,12804,103,,,,,
,,,,,,12864,116,,,,,
,,5156,5126.000,walking,331,12864,,3,,,,
,,,,,,12924,113,,,,,
,,0,1482.000,generic,82,12924,,4,,,,
,,,,,,12984,101,,,,,
2022-07-25T11:30:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,13104,102,,,,,
,,,,,,13164,103,,,,,
,,,,,,13284,101,,,,,
,,,,,,13344,102,,,,,
,,,,,,13404,103,,,,,
,,0,1902.000,generic,94,13404,,5,,,,
,,,,,,13464,99,,,,,
,,,,,,13524,79,,,,,
,,,,,,13584,77,,,,,
,,,,,,13644,78,,,,,
,,,,,,13704,79,,,,,
,,,,,,13764,86,,,,,
,,,,,,13824,98,,,,,
2022-07-25T11:44:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,13884,101,,,,,
,,0,1962.000,generic,96,13884,,6,,,,
,,,,,,13944,102,,,,,
,,,,,,14004,108,,,,,
,,,,,,14064,109,,,,,
,,,,,,14124,108,,,,,
,,,,,,14183,,,,3.431,,
,,,,,,14184,107,,,,,
,,,,,,14244,132,,,,,
,,,,,,14304,125,,,,,
,,5568,5546.000,walking,354,14304,,2,,,,
,,,,,,14364,118,,,,,
,,0,2022.000,generic,100,14364,,0,,,,
,,,,,,14424,104,,,,,
,,,,,,14484,108,,,,,
,,0,2142.000,generic,104,14484,,5,,,,
,,,,,,14544,100,,,,,
,,,,,,14604,88,,,,,
,,,,,,14664,90,,,,,
,,,,,,14724,91,,,,,
,,,,,,14784,95,,,,,
2022-07-25T12:00:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,14844,108,,,,,
,,,,,,14904,102,,,,,
,,0,2202.000,generic,107,14904,,5,,,,
,,,,,,14964,94,,,,,
2022-07-25T12:03:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,15024,104,,,,,
,,5618,5606.000,walking,356,15024,,1,,,,
,,,,,,15084,99,,,,,
,,,,,,15144,86,,,,,
,,,,,,15204,81,,,,,
2022-07-25T12:07:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,15264,90,,,,,
2022-07-25T12:08:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,15324,91,,,,,
2022-07-25T12:09:00.000Z,,,,sedentary,,,,1,,,,
,,,,,,15384,92,,,,,
,,,,,,15444,118,,,,,
,,5745,5717.000,walking,363,15444,,1,,,,
,,,,,,15504,117,,,,,
,,5773,5777.000,walking,367,15504,,0,,,,
,,,,,,15564,116,,,,,
,,0,2262.000,generic,110,15564,,6,,,,
,,,,,,15684,119,,,,,
,,5802,5897.000,walking,374,15684,,0,,,,
,,,,,,15744,108,,,,,
,,0,2322.000,generic,112,15744,,3,,,,
,,,,,,15804,94,,,,,
,,,,,,15864,80,,,,,
,,,,,,15984,84,,,,,
,,,,,,16044,81,,,,,
,,,,,,16164,80,,,,,
2022-07-25T12:23:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,16224,81,,,,,
2022-07-25T12:24:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,16284,77,,,,,
,,,,,,16344,81,,,,,
,,,,,,16404,76,,,,,
,,,,,,16464,81,,,,,
2022-07-25T12:28:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,16524,84,,,,,
2022-07-25T12:29:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,16584,77,,,,,
,,,,,,16644,80,,,,,
,,,,,,16704,96,,,,,
,,,,,,16764,81,,,,,
,,,,,,16824,78,,,,,
,,,,,,16944,89,,,,,
,,,,,,17004,88,,,,,
,,,,,,17064,85,,,,,
,,,,,,17124,82,,,,,
,,,,,,17184,74,,,,,
,,,,,,17244,85,,,,,
2022-07-25T12:41:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,17304,81,,,,,
2022-07-25T12:42:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,17364,79,,,,,
,,,,,,17424,78,,,,,
,,,,,,17484,77,,,,,
,,,,,,17544,76,,,,,
,,,,,,17724,78,,,,,
,,,,,,17784,81,,,,,
,,,,,,17844,74,,,,,
,,,,,,17904,70,,,,,
,,,,,,17964,73,,,,,
,,,,,,18024,86,,,,,
,,,,,,18084,83,,,,,
,,,,,,18144,82,,,,,
,,,,,,18204,80,,,,,
,,,,,,18324,76,,,,,
,,,,,,18384,71,,,,,
,,,,,,18444,70,,,,,
,,,,,,18504,71,,,,,
2022-07-25T13:02:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,18564,77,,,,,
,,5819,5903.000,walking,374,18564,,2,,,,
,,,,,,18624,90,,,,,
2022-07-25T13:04:00.000Z,,,,sedentary,,,,5,,,,
,,,,,,18684,102,,,,,
,,,,,,18744,108,,,,,
,,,,,,18804,110,,,,,
,,6010,6083.000,walking,383,18804,,1,,,,
,,,,,,18864,109,,,,,
,,0,2382.000,generic,114,18864,,5,,,,
,,,,,,18924,104,,,,,
,,,,,,18984,110,,,,,
,,,,,,18998,,,,,3.148,
,,,,,,19044,114,,,,,
,,6172,6263.000,walking,395,19044,,1,,,,
,,,,,,19104,112,,,,,
,,6199,6323.000,walking,399,19104,,0,,,,
,,,,,,19164,109,,,,,
,,0,2442.000,generic,117,19164,,4,,,,
,,,,,,19224,97,,,,,
2022-07-25T13:14:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,19284,86,,,,,
2022-07-25T13:15:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,19344,81,,,,,
,,6218,6329.000,walking,399,19344,,3,,,,
,,,,,,19404,102,,,,,
,,,,,,19464,94,,,,,
2022-07-25T13:18:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,19524,79,,,,,
,,,,,,19584,74,,,,,
,,,,,,19644,79,,,,,
,,,,,,19704,81,,,,,
2022-07-25T13:22:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,19764,80,,,,,
2022-07-25T13:23:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,19824,77,,,,,
2022-07-25T13:24:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,19884,79,,,,,
2022-07-25T13:25:00.000Z,,,,sedentary,,,,6,,,,
,,,,,,19944,96,,,,,
,,,,,,20004,99,,,,,
,,6246,6378.000,walking,403,20004,,1,,,,
,,,,,,20064,114,,,,,
,,,,,,20124,112,,,,,
,,0,2562.000,generic,126,20124,,6,,,,
,,,,,,20184,103,,,,,
,,6285,6438.000,walking,405,20184,,0,,,,
,,,,,,20244,112,,,,,
,,0,2622.000,generic,130,20244,,5,,,,
,,,,,,20304,113,,,,,
,,,,,,20364,116,,,,,
,,,,,,20424,112,,,,,
,,6374,6618.000,walking,417,20424,,0,,,,
,,,,,,20484,87,,,,,
,,,,,,20544,72,,,,,
2022-07-25T13:36:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,20604,69,,,,,
,,,,,,20724,79,,,,,
,,,,,,20784,75,,,,,
,,,,,,20844,70,,,,,
,,,,,,20904,71,,,,,
,,,,,,20964,83,,,,,
,,,,,,21024,72,,,,,
,,,,,,21084,73,,,,,
,,,,,,21144,77,,,,,
2022-07-25T13:46:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,21204,78,,,,,
2022-07-25T13:47:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,21264,70,,,,,
2022-07-25T13:48:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,21324,69,,,,,
2022-07-25T13:49:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,21384,67,,,,,
,,,,,,21444,69,,,,,
,,,,,,21564,71,,,,,
,,,,,,21624,69,,,,,
2022-07-25T13:54:00.000Z,,,,sedentary,,,,2,,,,
,,,,,,21684,70,,,,,
,,,,,,21744,67,,,,,
,,,,,,21804,69,,,,,
2022-07-25T13:57:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,21864,66,,,,,
,,,,,,21924,75,,,,,
2022-07-25T13:59:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,21984,77,,,,,
2022-07-25T14:00:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,22044,74,,,,,
2022-07-25T14:01:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,22104,70,,,,,
,,,,,,22164,71,,,,,
,,,,,,22224,66,,,,,
2022-07-25T14:04:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,22284,67,,,,,
,,,,,,22344,71,,,,,
,,,,,,22404,77,,,,,
,,,,,,22524,89,,,,,
,,,,,,22584,72,,,,,
2022-07-25T14:10:00.000Z,,,,sedentary,,,,4,,,,
,,,,,,22644,95,,,,,
,,,,,,22704,103,,,,,
,,6396,6717.000,walking,421,22704,,1,,,,
,,,,,,22764,101,,,,,
2022-07-25T14:13:00.000Z,,,,sedentary,,,,3,,,,
,,,,,,22824,84,,,,,
2022-07-25T14:14:00.000Z,,,,sedentary,,,,0,,,,
,,,,,,22884,71,,,,,
